species,display_name,base_form_group,type1,type2,egggroup1,egggroup2,hp,atk,def,spe,spa,spd,bst,form_type,category_group,excluded_from_normal_pool,exclusion_reason
SPECIES_CARKOL,Carkol,SPECIES_CARKOL,ROCK,FIRE,MINERAL,MINERAL,80,60,90,50,60,70,410,base,normal,0,
SPECIES_COALOSSAL,Coalossal,SPECIES_COALOSSAL,ROCK,FIRE,MINERAL,MINERAL,110,80,120,30,80,90,510,base,normal,0,
SPECIES_APPLIN,Applin,SPECIES_APPLIN,GRASS,DRAGON,GRASS,DRAGON,40,40,80,20,40,40,260,base,normal,0,
SPECIES_FLAPPLE,Flapple,SPECIES_FLAPPLE,GRASS,DRAGON,GRASS,DRAGON,70,110,80,70,95,60,485,base,normal,0,
SPECIES_APPLETUN,Appletun,SPECIES_APPLETUN,GRASS,DRAGON,GRASS,DRAGON,110,85,80,30,100,80,485,base,normal,0,
SPECIES_SILICOBRA,Silicobra,SPECIES_SILICOBRA,GROUND,GROUND,FIELD,DRAGON,52,57,75,46,35,50,315,base,normal,0,
SPECIES_SANDACONDA,Sandaconda,SPECIES_SANDACONDA,GROUND,GROUND,FIELD,DRAGON,72,107,125,71,65,70,510,base,normal,0,
SPECIES_CRAMORANT,Cramorant,SPECIES_CRAMORANT,FLYING,WATER,WATER_1,FLYING,70,85,55,85,85,95,475,base,normal,0,
SPECIES_ARROKUDA,Arrokuda,SPECIES_ARROKUDA,WATER,WATER,WATER_2,WATER_2,41,63,40,66,40,30,280,base,normal,0,
SPECIES_BARRASKEWDA,Baraskewda,SPECIES_BARRASKEWDA,WATER,WATER,WATER_2,WATER_2,61,123,60,136,60,50,490,base,normal,0,
SPECIES_TOXEL,Toxel,SPECIES_TOXEL,ELECTRIC,POISON,UNDISCOVERED,UNDISCOVERED,40,38,35,40,54,35,242,base,normal,0,
SPECIES_TOXTRICITY,Toxtricity,SPECIES_TOXTRICITY,ELECTRIC,POISON,HUMAN_LIKE,HUMAN_LIKE,75,98,70,75,114,70,502,base,normal,0,
SPECIES_SIZZLIPEDE,Sizzlipede,SPECIES_SIZZLIPEDE,FIRE,BUG,BUG,BUG,50,65,45,45,50,50,305,base,normal,0,
SPECIES_CENTISKORCH,Centskorch,SPECIES_CENTISKORCH,FIRE,BUG,BUG,BUG,100,115,65,65,90,90,525,base,normal,0,
SPECIES_CLOBBOPUS,Clobbopus,SPECIES_CLOBBOPUS,FIGHTING,FIGHTING,WATER_1,HUMAN_LIKE,50,68,60,32,50,50,310,base,normal,0,
SPECIES_GRAPPLOCT,Grapploct,SPECIES_GRAPPLOCT,FIGHTING,FIGHTING,WATER_1,HUMAN_LIKE,80,118,90,42,70,80,480,base,normal,0,
SPECIES_SINISTEA,Sinistea,SPECIES_SINISTEA,GHOST,GHOST,MINERAL,AMORPHOUS,40,45,45,50,74,54,308,base,normal,0,
SPECIES_POLTEAGEIST,Poltegeist,SPECIES_POLTEAGEIST,GHOST,GHOST,MINERAL,AMORPHOUS,60,65,65,70,134,114,508,base,normal,0,
SPECIES_HATENNA,Hatenna,SPECIES_HATENNA,PSYCHIC,PSYCHIC,FAIRY,FAIRY,42,30,45,39,56,53,265,base,normal,0,
SPECIES_HATTREM,Hattrem,SPECIES_HATTREM,PSYCHIC,PSYCHIC,FAIRY,FAIRY,57,40,65,49,86,73,370,base,normal,0,
SPECIES_HATTERENE,Hatterene,SPECIES_HATTERENE,PSYCHIC,FAIRY,FAIRY,FAIRY,57,90,95,29,136,103,510,base,normal,0,
SPECIES_IMPIDIMP,Impidimp,SPECIES_IMPIDIMP,DARK,FAIRY,FAIRY,HUMAN_LIKE,45,45,30,50,55,40,265,base,normal,0,
SPECIES_MORGREM,Morgrem,SPECIES_MORGREM,DARK,FAIRY,FAIRY,HUMAN_LIKE,65,60,45,70,75,55,370,base,normal,0,
SPECIES_GRIMMSNARL,Grimmsnarl,SPECIES_GRIMMSNARL,DARK,FAIRY,FAIRY,HUMAN_LIKE,95,120,65,60,95,75,510,base,normal,0,
SPECIES_OBSTAGOON,Obstagoon,SPECIES_OBSTAGOON,DARK,NORMAL,FIELD,FIELD,93,90,101,95,60,81,520,base,normal,0,
SPECIES_PERRSERKER,Perrserker,SPECIES_PERRSERKER,STEEL,STEEL,FIELD,FIELD,70,110,100,50,50,60,440,base,normal,0,
SPECIES_CURSOLA,Cursola,SPECIES_CURSOLA,GHOST,GHOST,WATER_1,WATER_3,60,95,50,30,145,130,510,base,normal,0,
SPECIES_SIRFETCHD,Sirfetch’d,SPECIES_SIRFETCHD,FIGHTING,FIGHTING,FLYING,FIELD,62,135,95,65,68,82,507,base,normal,0,
SPECIES_MR_RIME,Mr. Rime,SPECIES_MR_RIME,ICE,PSYCHIC,HUMAN_LIKE,HUMAN_LIKE,80,85,75,70,110,100,520,base,normal,0,
SPECIES_RUNERIGUS,Runerigus,SPECIES_RUNERIGUS,GROUND,GHOST,MINERAL,AMORPHOUS,58,95,145,30,50,105,483,base,normal,0,
SPECIES_MILCERY,Milcery,SPECIES_MILCERY,FAIRY,FAIRY,FAIRY,AMORPHOUS,45,40,40,34,50,61,270,base,normal,0,
SPECIES_ALCREMIE,Alcremie,SPECIES_ALCREMIE,FAIRY,FAIRY,FAIRY,AMORPHOUS,65,60,75,64,110,121,495,base,normal,0,
SPECIES_FALINKS,Falinks,SPECIES_FALINKS,FIGHTING,FIGHTING,FAIRY,MINERAL,65,100,100,75,70,60,470,base,normal,0,
SPECIES_PINCURCHIN,Pincurchin,SPECIES_PINCURCHIN,ELECTRIC,ELECTRIC,WATER_1,AMORPHOUS,48,101,95,15,91,85,435,base,normal,0,
SPECIES_SNOM,Snom,SPECIES_SNOM,ICE,BUG,BUG,BUG,30,25,35,20,45,30,185,base,normal,0,
SPECIES_FROSMOTH,Frosmoth,SPECIES_FROSMOTH,ICE,BUG,BUG,BUG,70,65,60,65,125,90,475,base,normal,0,
SPECIES_STONJOURNER,Stonjorner,SPECIES_STONJOURNER,ROCK,ROCK,MINERAL,MINERAL,100,125,135,70,20,20,470,base,normal,0,
SPECIES_EISCUE,Eiscue,SPECIES_EISCUE,ICE,ICE,WATER_1,FIELD,75,80,110,50,65,90,470,base,normal,0,
SPECIES_INDEEDEE,Indeedee,SPECIES_INDEEDEE,PSYCHIC,NORMAL,FAIRY,FAIRY,60,65,55,95,105,95,475,base,normal,0,
SPECIES_MORPEKO,Morpeko,SPECIES_MORPEKO,ELECTRIC,DARK,FIELD,FAIRY,58,95,58,97,70,58,436,base,normal,0,
SPECIES_CUFANT,Cufant,SPECIES_CUFANT,STEEL,STEEL,FIELD,MINERAL,72,80,49,40,40,49,330,base,normal,0,
SPECIES_COPPERAJAH,Copperajah,SPECIES_COPPERAJAH,STEEL,STEEL,FIELD,MINERAL,122,130,69,30,80,69,500,base,normal,0,
SPECIES_DRACOZOLT,Dracozolt,SPECIES_DRACOZOLT,ELECTRIC,DRAGON,UNDISCOVERED,UNDISCOVERED,90,100,90,75,80,70,505,base,normal,0,
SPECIES_ARCTOZOLT,Arctozolt,SPECIES_ARCTOZOLT,ELECTRIC,ICE,UNDISCOVERED,UNDISCOVERED,90,100,90,55,90,80,505,base,normal,0,
SPECIES_DRACOVISH,Dracovish,SPECIES_DRACOVISH,WATER,DRAGON,UNDISCOVERED,UNDISCOVERED,90,90,100,75,70,80,505,base,normal,0,
SPECIES_ARCTOVISH,Arctovish,SPECIES_ARCTOVISH,WATER,ICE,UNDISCOVERED,UNDISCOVERED,90,90,100,55,80,90,505,base,normal,0,
SPECIES_DURALUDON,Duraludon,SPECIES_DURALUDON,STEEL,DRAGON,MINERAL,DRAGON,70,95,115,85,120,50,535,base,normal,0,
SPECIES_DREEPY,Dreepy,SPECIES_DREEPY,DRAGON,GHOST,AMORPHOUS,DRAGON,28,60,30,82,40,30,270,base,normal,0,
SPECIES_DRAKLOAK,Drakloak,SPECIES_DRAKLOAK,DRAGON,GHOST,AMORPHOUS,DRAGON,68,80,50,102,60,50,410,base,normal,0,
SPECIES_DRAGAPULT,Dragapult,SPECIES_DRAGAPULT,DRAGON,GHOST,AMORPHOUS,DRAGON,88,120,75,142,100,75,600,base,normal,0,
SPECIES_ZACIAN,Zacian,SPECIES_ZACIAN,FAIRY,FAIRY,UNDISCOVERED,UNDISCOVERED,92,120,115,138,80,115,660,base,legendary,1,legendary
SPECIES_ZAMAZENTA,Zamazenta,SPECIES_ZAMAZENTA,FIGHTING,FIGHTING,UNDISCOVERED,UNDISCOVERED,92,120,115,138,80,115,660,base,legendary,1,legendary
SPECIES_ETERNATUS,Eternatus,SPECIES_ETERNATUS,POISON,DRAGON,UNDISCOVERED,UNDISCOVERED,140,85,95,130,145,95,690,base,legendary,1,legendary
SPECIES_KUBFU,Kubfu,SPECIES_KUBFU,FIGHTING,FIGHTING,UNDISCOVERED,UNDISCOVERED,60,90,60,72,53,50,385,base,sublegend,1,sublegend
SPECIES_URSHIFU,Urshifu,SPECIES_URSHIFU,FIGHTING,DARK,UNDISCOVERED,UNDISCOVERED,100,130,100,97,63,60,550,base,sublegend,1,sublegend
SPECIES_ZARUDE,Zarude,SPECIES_ZARUDE,DARK,GRASS,UNDISCOVERED,UNDISCOVERED,105,120,105,105,70,95,600,base,mythical,1,mythical
SPECIES_REGIELEKI,Regieleki,SPECIES_REGIELEKI,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,80,100,50,200,100,50,580,base,sublegend,1,sublegend
SPECIES_REGIDRAGO,Regidrago,SPECIES_REGIDRAGO,DRAGON,DRAGON,UNDISCOVERED,UNDISCOVERED,200,100,50,80,100,50,580,base,sublegend,1,sublegend
SPECIES_GLASTRIER,Glastrier,SPECIES_GLASTRIER,ICE,ICE,UNDISCOVERED,UNDISCOVERED,100,145,130,30,65,110,580,base,sublegend,1,sublegend
SPECIES_SPECTRIER,Spectrier,SPECIES_SPECTRIER,GHOST,GHOST,UNDISCOVERED,UNDISCOVERED,100,65,60,130,145,80,580,base,sublegend,1,sublegend
SPECIES_CALYREX,Calyrex,SPECIES_CALYREX,PSYCHIC,GRASS,UNDISCOVERED,UNDISCOVERED,100,80,80,80,80,80,500,base,legendary,1,legendary
SPECIES_WYRDEER,Wyrdeer,SPECIES_WYRDEER,NORMAL,PSYCHIC,FIELD,FIELD,103,105,72,65,105,75,525,base,normal,0,
SPECIES_KLEAVOR,Kleavor,SPECIES_KLEAVOR,BUG,ROCK,BUG,BUG,70,135,95,85,45,70,500,base,normal,0,
SPECIES_URSALUNA,Ursaluna,SPECIES_URSALUNA,GROUND,NORMAL,FIELD,FIELD,130,140,105,50,45,80,550,base,normal,0,
SPECIES_BASCULEGION,Basclegion,SPECIES_BASCULEGION,WATER,GHOST,WATER_2,WATER_2,120,112,65,78,80,75,530,base,normal,0,
SPECIES_SNEASLER,Sneasler,SPECIES_SNEASLER,FIGHTING,POISON,FIELD,FIELD,80,130,60,120,40,80,510,base,normal,0,
SPECIES_OVERQWIL,Overqwil,SPECIES_OVERQWIL,DARK,POISON,WATER_2,WATER_2,85,115,95,85,65,65,510,base,normal,0,
SPECIES_ENAMORUS,Enamorus,SPECIES_ENAMORUS,FAIRY,FLYING,UNDISCOVERED,UNDISCOVERED,74,115,70,106,135,80,580,base,sublegend,1,sublegend
SPECIES_SPRIGATITO,Sprigatito,SPECIES_SPRIGATITO,GRASS,GRASS,FIELD,GRASS,40,61,54,65,45,45,310,base,normal,0,
SPECIES_FLORAGATO,Floragato,SPECIES_FLORAGATO,GRASS,GRASS,FIELD,GRASS,61,80,63,83,60,63,410,base,normal,0,
SPECIES_MEOWSCARADA,Mewscarada,SPECIES_MEOWSCARADA,GRASS,DARK,FIELD,GRASS,76,110,70,123,81,70,530,base,normal,0,
SPECIES_FUECOCO,Fuecoco,SPECIES_FUECOCO,FIRE,FIRE,FIELD,FIELD,67,45,59,36,63,40,310,base,normal,0,
SPECIES_CROCALOR,Crocalor,SPECIES_CROCALOR,FIRE,FIRE,FIELD,FIELD,81,55,78,49,90,58,411,base,normal,0,
SPECIES_SKELEDIRGE,Skeledirge,SPECIES_SKELEDIRGE,FIRE,GHOST,FIELD,FIELD,104,75,100,66,110,75,530,base,normal,0,
SPECIES_QUAXLY,Quaxly,SPECIES_QUAXLY,WATER,WATER,FLYING,WATER_1,55,65,45,50,50,45,310,base,normal,0,
SPECIES_QUAXWELL,Quaxwell,SPECIES_QUAXWELL,WATER,WATER,FLYING,WATER_1,70,85,65,65,65,60,410,base,normal,0,
SPECIES_QUAQUAVAL,Quaquaval,SPECIES_QUAQUAVAL,WATER,FIGHTING,FLYING,WATER_1,85,120,80,85,85,75,530,base,normal,0,
SPECIES_LECHONK,Lechonk,SPECIES_LECHONK,NORMAL,NORMAL,FIELD,FIELD,54,45,40,35,35,45,254,base,normal,0,
SPECIES_OINKOLOGNE,Oinkologne,SPECIES,NORMAL,NORMAL,FIELD,FIELD,110,100,75,65,59,80,489,cosmetic_form,normal,0,
SPECIES_TAROUNTULA,Tarountula,SPECIES_TAROUNTULA,BUG,BUG,BUG,BUG,35,41,45,20,29,40,210,base,normal,0,
SPECIES_SPIDOPS,Spidops,SPECIES_SPIDOPS,BUG,BUG,BUG,BUG,60,79,92,35,52,86,404,base,normal,0,
SPECIES_NYMBLE,Nymble,SPECIES_NYMBLE,BUG,BUG,BUG,BUG,33,46,40,45,21,25,210,base,normal,0,
SPECIES_LOKIX,Lokix,SPECIES_LOKIX,BUG,DARK,BUG,BUG,71,102,78,92,52,55,450,base,normal,0,
SPECIES_PAWMI,Pawmi,SPECIES_PAWMI,ELECTRIC,ELECTRIC,FIELD,FIELD,45,50,20,60,40,25,240,base,normal,0,
SPECIES_PAWMO,Pawmo,SPECIES_PAWMO,ELECTRIC,FIGHTING,FIELD,FIELD,60,75,40,85,50,40,350,base,normal,0,
SPECIES_PAWMOT,Pawmot,SPECIES_PAWMOT,ELECTRIC,FIGHTING,FIELD,FIELD,70,115,70,105,70,60,490,base,normal,0,
SPECIES_TANDEMAUS,Tandemaus,SPECIES_TANDEMAUS,NORMAL,NORMAL,FIELD,FAIRY,50,50,45,75,40,45,305,base,normal,0,
SPECIES_MAUSHOLD,Maushold,SPECIES_MAUSHOLD,NORMAL,NORMAL,FIELD,FAIRY,74,75,70,111,65,75,470,base,normal,0,
SPECIES_FIDOUGH,Fidough,SPECIES_FIDOUGH,FAIRY,FAIRY,FIELD,MINERAL,37,55,70,65,30,55,312,base,normal,0,
SPECIES_DACHSBUN,Dachsbun,SPECIES_DACHSBUN,FAIRY,FAIRY,FIELD,MINERAL,57,80,115,95,50,80,477,base,normal,0,
SPECIES_SMOLIV,Smoliv,SPECIES_SMOLIV,GRASS,NORMAL,GRASS,GRASS,41,35,45,30,58,51,260,base,normal,0,
SPECIES_DOLLIV,Dolliv,SPECIES_DOLLIV,GRASS,NORMAL,GRASS,GRASS,52,53,60,33,78,78,354,base,normal,0,
SPECIES_ARBOLIVA,Arboliva,SPECIES_ARBOLIVA,GRASS,NORMAL,GRASS,GRASS,78,69,90,39,125,109,510,base,normal,0,
SPECIES_SQUAWKABILLY,Squawkbily,SPECIES_SQUAWKABILLY,NORMAL,FLYING,FLYING,FLYING,82,96,51,92,45,51,417,base,normal,0,
SPECIES_NACLI,Nacli,SPECIES_NACLI,ROCK,ROCK,MINERAL,MINERAL,55,55,75,25,35,35,280,base,normal,0,
SPECIES_NACLSTACK,Naclstack,SPECIES_NACLSTACK,ROCK,ROCK,MINERAL,MINERAL,60,60,100,35,35,65,355,base,normal,0,
SPECIES_GARGANACL,Garganacl,SPECIES_GARGANACL,ROCK,ROCK,MINERAL,MINERAL,100,100,130,35,45,90,500,base,normal,0,
SPECIES_CHARCADET,Charcadet,SPECIES_CHARCADET,FIRE,FIRE,HUMAN_LIKE,HUMAN_LIKE,40,50,40,35,50,40,255,base,normal,0,
SPECIES_ARMAROUGE,Armarouge,SPECIES_ARMAROUGE,FIRE,PSYCHIC,HUMAN_LIKE,HUMAN_LIKE,85,60,100,75,125,80,525,base,normal,0,
SPECIES_CERULEDGE,Ceruledge,SPECIES_CERULEDGE,FIRE,GHOST,HUMAN_LIKE,HUMAN_LIKE,75,125,80,85,60,100,525,base,normal,0,
SPECIES_TADBULB,Tadbulb,SPECIES_TADBULB,ELECTRIC,ELECTRIC,WATER_1,WATER_1,61,31,41,45,59,35,272,base,normal,0,
SPECIES_BELLIBOLT,Bellibolt,SPECIES_BELLIBOLT,ELECTRIC,ELECTRIC,WATER_1,WATER_1,109,64,91,45,103,83,495,base,normal,0,
SPECIES_WATTREL,Wattrel,SPECIES_WATTREL,ELECTRIC,FLYING,WATER_1,FLYING,40,40,35,70,55,40,280,base,normal,0,
SPECIES_KILOWATTREL,Kilowatrel,SPECIES_KILOWATTREL,ELECTRIC,FLYING,WATER_1,FLYING,70,70,60,125,105,60,490,base,normal,0,
SPECIES_MASCHIFF,Maschiff,SPECIES_MASCHIFF,DARK,DARK,FIELD,FIELD,60,78,60,51,40,51,340,base,normal,0,
SPECIES_MABOSSTIFF,Mabosstiff,SPECIES_MABOSSTIFF,DARK,DARK,FIELD,FIELD,80,120,90,85,60,70,505,base,normal,0,
SPECIES_SHROODLE,Shroodle,SPECIES_SHROODLE,POISON,NORMAL,FIELD,FIELD,40,65,35,75,40,35,290,base,normal,0,
SPECIES_GRAFAIAI,Grafaiai,SPECIES_GRAFAIAI,POISON,NORMAL,FIELD,FIELD,63,95,65,110,80,72,485,base,normal,0,
SPECIES_BRAMBLIN,Bramblin,SPECIES_BRAMBLIN,GRASS,GHOST,GRASS,GRASS,40,65,30,60,45,35,275,base,normal,0,
SPECIES_BRAMBLEGHAST,Bramblgast,SPECIES_BRAMBLEGHAST,GRASS,GHOST,GRASS,GRASS,55,115,70,90,80,70,480,base,normal,0,
SPECIES_TOEDSCOOL,Toedscool,SPECIES_TOEDSCOOL,GROUND,GRASS,GRASS,GRASS,40,40,35,70,50,100,335,base,normal,0,
SPECIES_TOEDSCRUEL,Toedscruel,SPECIES_TOEDSCRUEL,GROUND,GRASS,GRASS,GRASS,80,70,65,100,80,120,515,base,normal,0,
SPECIES_KLAWF,Klawf,SPECIES_KLAWF,ROCK,ROCK,WATER_3,WATER_3,70,100,115,75,35,55,450,base,normal,0,
SPECIES_CAPSAKID,Capsakid,SPECIES_CAPSAKID,GRASS,GRASS,GRASS,GRASS,50,62,40,50,62,40,304,base,normal,0,
SPECIES_SCOVILLAIN,Scovillain,SPECIES_SCOVILLAIN,GRASS,FIRE,GRASS,GRASS,65,108,65,75,108,65,486,base,normal,0,
SPECIES_RELLOR,Rellor,SPECIES_RELLOR,BUG,BUG,BUG,BUG,41,50,60,30,31,58,270,base,normal,0,
SPECIES_RABSCA,Rabsca,SPECIES_RABSCA,BUG,PSYCHIC,BUG,BUG,75,50,85,45,115,100,470,base,normal,0,
SPECIES_FLITTLE,Flittle,SPECIES_FLITTLE,PSYCHIC,PSYCHIC,FLYING,FLYING,30,35,30,75,55,30,255,base,normal,0,
SPECIES_ESPATHRA,Espathra,SPECIES_ESPATHRA,PSYCHIC,PSYCHIC,FLYING,FLYING,95,60,60,105,101,60,481,base,normal,0,
SPECIES_TINKATINK,Tinkatink,SPECIES_TINKATINK,FAIRY,STEEL,FAIRY,FAIRY,50,45,45,58,35,64,297,base,normal,0,
SPECIES_TINKATUFF,Tinkatuff,SPECIES_TINKATUFF,FAIRY,STEEL,FAIRY,FAIRY,65,55,55,78,45,82,380,base,normal,0,
SPECIES_TINKATON,Tinkaton,SPECIES_TINKATON,FAIRY,STEEL,FAIRY,FAIRY,85,75,77,94,70,105,506,base,normal,0,
SPECIES_WIGLETT,Wiglett,SPECIES_WIGLETT,WATER,WATER,WATER_3,WATER_3,10,55,25,95,35,25,245,base,normal,0,
SPECIES_WUGTRIO,Wugtrio,SPECIES_WUGTRIO,WATER,WATER,WATER_3,WATER_3,35,100,50,120,50,70,425,base,normal,0,
SPECIES_BOMBIRDIER,Bombirdier,SPECIES_BOMBIRDIER,FLYING,DARK,FLYING,FLYING,70,103,85,82,60,85,485,base,normal,0,
SPECIES_FINIZEN,Finizen,SPECIES_FINIZEN,WATER,WATER,FIELD,WATER_2,70,45,40,75,45,40,315,base,normal,0,
SPECIES_PALAFIN,Palafin,SPECIES_PALAFIN,WATER,WATER,FIELD,WATER_2,100,70,72,100,53,62,457,base,normal,0,
SPECIES_VAROOM,Varoom,SPECIES_VAROOM,STEEL,POISON,MINERAL,MINERAL,45,70,63,47,30,45,300,base,normal,0,
SPECIES_REVAVROOM,Revavroom,SPECIES_REVAVROOM,STEEL,POISON,MINERAL,MINERAL,80,119,90,90,54,67,500,base,normal,0,
SPECIES_CYCLIZAR,Cyclizar,SPECIES_CYCLIZAR,DRAGON,NORMAL,FIELD,FIELD,70,95,65,121,85,65,501,base,normal,0,
SPECIES_ORTHWORM,Orthworm,SPECIES_ORTHWORM,STEEL,STEEL,FIELD,FIELD,70,85,145,65,60,55,480,base,normal,0,
SPECIES_GLIMMET,Glimmet,SPECIES_GLIMMET,ROCK,POISON,MINERAL,MINERAL,48,35,42,60,105,60,350,base,normal,0,
SPECIES_GLIMMORA,Glimmora,SPECIES_GLIMMORA,ROCK,POISON,MINERAL,MINERAL,83,55,90,86,130,81,525,base,normal,0,
SPECIES_GREAVARD,Greavard,SPECIES_GREAVARD,GHOST,GHOST,FIELD,FIELD,50,61,60,34,30,55,290,base,normal,0,
SPECIES_HOUNDSTONE,Houndstone,SPECIES_HOUNDSTONE,GHOST,GHOST,FIELD,FIELD,72,101,100,68,50,97,488,base,normal,0,
SPECIES_FLAMIGO,Flamigo,SPECIES_FLAMIGO,FLYING,FIGHTING,FLYING,FLYING,82,115,74,90,75,64,500,base,normal,0,
SPECIES_CETODDLE,Cetoddle,SPECIES_CETODDLE,ICE,ICE,FIELD,FIELD,108,68,45,43,30,40,334,base,normal,0,
SPECIES_CETITAN,Cetitan,SPECIES_CETITAN,ICE,ICE,FIELD,FIELD,170,113,65,73,45,55,521,base,normal,0,
SPECIES_VELUZA,Veluza,SPECIES_VELUZA,WATER,PSYCHIC,WATER_2,WATER_2,90,102,73,70,78,65,478,base,normal,0,
SPECIES_DONDOZO,Dondozo,SPECIES_DONDOZO,WATER,WATER,WATER_2,WATER_2,150,100,115,35,65,65,530,base,normal,0,
SPECIES_TATSUGIRI,Tatsugiri,SPECIES_TATSUGIRI,DRAGON,WATER,WATER_2,WATER_2,68,50,60,82,120,95,475,base,normal,0,
SPECIES_ANNIHILAPE,Annihilape,SPECIES_ANNIHILAPE,FIGHTING,GHOST,FIELD,FIELD,110,115,80,90,50,90,535,base,normal,0,
SPECIES_CLODSIRE,Clodsire,SPECIES_CLODSIRE,POISON,GROUND,WATER_1,FIELD,130,75,60,20,45,100,430,base,normal,0,
SPECIES_FARIGIRAF,Farigiraf,SPECIES_FARIGIRAF,NORMAL,PSYCHIC,FIELD,FIELD,120,90,70,60,110,70,520,base,normal,0,
SPECIES_DUDUNSPARCE,Dudunspars,SPECIES_DUDUNSPARCE,NORMAL,NORMAL,FIELD,FIELD,125,100,80,55,85,75,520,base,normal,0,
SPECIES_KINGAMBIT,Kingambit,SPECIES_KINGAMBIT,DARK,STEEL,HUMAN_LIKE,HUMAN_LIKE,100,135,120,50,60,85,550,base,normal,0,
SPECIES_GREAT_TUSK,Great Tusk,SPECIES_GREAT_TUSK,GROUND,FIGHTING,UNDISCOVERED,UNDISCOVERED,115,131,131,87,53,53,570,base,paradox,1,paradox
SPECIES_SCREAM_TAIL,ScreamTail,SPECIES_SCREAM_TAIL,FAIRY,PSYCHIC,UNDISCOVERED,UNDISCOVERED,115,65,99,111,65,115,570,base,paradox,1,paradox
SPECIES_BRUTE_BONNET,BruteBonet,SPECIES_BRUTE_BONNET,GRASS,DARK,UNDISCOVERED,UNDISCOVERED,111,127,99,55,79,99,570,base,paradox,1,paradox
SPECIES_FLUTTER_MANE,FluttrMane,SPECIES_FLUTTER_MANE,GHOST,FAIRY,UNDISCOVERED,UNDISCOVERED,55,55,55,135,135,135,570,base,paradox,1,paradox
SPECIES_SLITHER_WING,SlithrWing,SPECIES_SLITHER_WING,BUG,FIGHTING,UNDISCOVERED,UNDISCOVERED,85,135,79,81,85,105,570,base,paradox,1,paradox
SPECIES_SANDY_SHOCKS,SandyShock,SPECIES,ELECTRIC,GROUND,UNDISCOVERED,UNDISCOVERED,85,81,97,101,121,85,570,cosmetic_form,paradox,1,paradox
SPECIES_IRON_TREADS,IronTreads,SPECIES_IRON_TREADS,GROUND,STEEL,UNDISCOVERED,UNDISCOVERED,90,112,120,106,72,70,570,base,paradox,1,paradox
SPECIES_IRON_BUNDLE,IronBundle,SPECIES_IRON_BUNDLE,ICE,WATER,UNDISCOVERED,UNDISCOVERED,56,80,114,136,124,60,570,base,paradox,1,paradox
SPECIES_IRON_HANDS,Iron Hands,SPECIES_IRON_HANDS,FIGHTING,ELECTRIC,UNDISCOVERED,UNDISCOVERED,154,140,108,50,50,68,570,base,paradox,1,paradox
SPECIES_IRON_JUGULIS,Iron Neck,SPECIES_IRON_JUGULIS,DARK,FLYING,UNDISCOVERED,UNDISCOVERED,94,80,86,108,122,80,570,base,paradox,1,paradox
SPECIES_IRON_MOTH,Iron Moth,SPECIES_IRON_MOTH,FIRE,POISON,UNDISCOVERED,UNDISCOVERED,80,70,60,110,140,110,570,base,paradox,1,paradox
SPECIES_IRON_THORNS,IronThorns,SPECIES_IRON_THORNS,ROCK,ELECTRIC,UNDISCOVERED,UNDISCOVERED,100,134,110,72,70,84,570,base,paradox,1,paradox
SPECIES_FRIGIBAX,Frigibax,SPECIES_FRIGIBAX,DRAGON,ICE,DRAGON,MINERAL,65,75,45,55,35,45,320,base,normal,0,
SPECIES_ARCTIBAX,Arctibax,SPECIES_ARCTIBAX,DRAGON,ICE,DRAGON,MINERAL,90,95,66,62,45,65,423,base,normal,0,
SPECIES_BAXCALIBUR,Baxcalibur,SPECIES_BAXCALIBUR,DRAGON,ICE,DRAGON,MINERAL,115,145,92,87,75,86,600,base,normal,0,
SPECIES_GIMMIGHOUL,Gimmighoul,SPECIES_GIMMIGHOUL,GHOST,GHOST,UNDISCOVERED,UNDISCOVERED,45,30,70,10,75,70,300,base,normal,0,
SPECIES_GHOLDENGO,Gholdengo,SPECIES_GHOLDENGO,STEEL,GHOST,UNDISCOVERED,UNDISCOVERED,87,60,95,84,133,91,550,base,normal,0,
SPECIES_WO_CHIEN,Wo-Chien,SPECIES_WO_CHIEN,DARK,GRASS,UNDISCOVERED,UNDISCOVERED,85,85,100,70,95,135,570,base,sublegend,1,sublegend
SPECIES_CHIEN_PAO,Chien-Pao,SPECIES_CHIEN_PAO,DARK,ICE,UNDISCOVERED,UNDISCOVERED,80,120,80,135,90,65,570,base,sublegend,1,sublegend
SPECIES_TING_LU,Ting-Lu,SPECIES_TING_LU,DARK,GROUND,UNDISCOVERED,UNDISCOVERED,155,110,125,45,55,80,570,base,sublegend,1,sublegend
SPECIES_CHI_YU,Chi-Yu,SPECIES_CHI_YU,DARK,FIRE,UNDISCOVERED,UNDISCOVERED,55,80,80,100,135,120,570,base,sublegend,1,sublegend
SPECIES_ROARING_MOON,RoarinMoon,SPECIES_ROARING_MOON,DRAGON,DARK,UNDISCOVERED,UNDISCOVERED,105,139,71,119,55,101,590,base,paradox,1,paradox
SPECIES_IRON_VALIANT,Iron Valor,SPECIES_IRON_VALIANT,FAIRY,FIGHTING,UNDISCOVERED,UNDISCOVERED,74,130,90,116,120,60,590,base,paradox,1,paradox
SPECIES_KORAIDON,Koraidon,SPECIES_KORAIDON,FIGHTING,DRAGON,UNDISCOVERED,UNDISCOVERED,100,135,115,135,85,100,670,base,legendary,1,legendary
